country_code,country_name,source_indicator_code,source_indicator_name,date,value,source_organization,source_dataset,source_url,retrieved_at,last_updated,status,data_version
US,United States,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2016,89.4647151888467,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FM.LBL.BMNY.GD.ZS?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FM.LBL.BMNY.GD.ZS,Broad money (% of GDP),2015,88.549501953734,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FM.LBL.BMNY.GD.ZS?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2025,,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FP.CPI.TOTL.ZG?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2024,2.94952520485207,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FP.CPI.TOTL.ZG?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2023,4.11633838374488,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FP.CPI.TOTL.ZG?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2022,8.00279982052121,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FP.CPI.TOTL.ZG?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2021,4.69785886363742,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FP.CPI.TOTL.ZG?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2020,1.23358439630629,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FP.CPI.TOTL.ZG?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2019,1.81221007526021,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FP.CPI.TOTL.ZG?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2018,2.44258329692817,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FP.CPI.TOTL.ZG?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2017,2.13011000365961,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FP.CPI.TOTL.ZG?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2016,1.26158320570536,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FP.CPI.TOTL.ZG?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2015,0.118627135552451,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FP.CPI.TOTL.ZG?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:57,2026-08-17,final,2026-08-17
US,United States,FS.AST.PRVT.GD.ZS,Domestic credit to private sector (% of GDP),2025,201.266130729677,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FS.AST.PRVT.GD.ZS?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:58,2026-08-17,final,2026-08-17
US,United States,FS.AST.PRVT.GD.ZS,Domestic credit to private sector (% of GDP),2024,195.875075677875,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FS.AST.PRVT.GD.ZS?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:58,2026-08-17,final,2026-08-17
US,United States,FS.AST.PRVT.GD.ZS,Domestic credit to private sector (% of GDP),2023,191.075390105862,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FS.AST.PRVT.GD.ZS?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:58,2026-08-17,final,2026-08-17
US,United States,FS.AST.PRVT.GD.ZS,Domestic credit to private sector (% of GDP),2022,187.087355429321,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FS.AST.PRVT.GD.ZS?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:58,2026-08-17,final,2026-08-17
US,United States,FS.AST.PRVT.GD.ZS,Domestic credit to private sector (% of GDP),2021,219.125940110191,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FS.AST.PRVT.GD.ZS?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:58,2026-08-17,final,2026-08-17
US,United States,FS.AST.PRVT.GD.ZS,Domestic credit to private sector (% of GDP),2020,217.264343389463,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FS.AST.PRVT.GD.ZS?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:58,2026-08-17,final,2026-08-17
US,United States,FS.AST.PRVT.GD.ZS,Domestic credit to private sector (% of GDP),2019,194.735258917444,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FS.AST.PRVT.GD.ZS?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:58,2026-08-17,final,2026-08-17
US,United States,FS.AST.PRVT.GD.ZS,Domestic credit to private sector (% of GDP),2018,183.054001756212,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FS.AST.PRVT.GD.ZS?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:58,2026-08-17,final,2026-08-17
US,United States,FS.AST.PRVT.GD.ZS,Domestic credit to private sector (% of GDP),2017,194.090996653847,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FS.AST.PRVT.GD.ZS?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:58,2026-08-17,final,2026-08-17
US,United States,FS.AST.PRVT.GD.ZS,Domestic credit to private sector (% of GDP),2016,186.327051044306,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FS.AST.PRVT.GD.ZS?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:58,2026-08-17,final,2026-08-17
US,United States,FS.AST.PRVT.GD.ZS,Domestic credit to private sector (% of GDP),2015,183.632163440252,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/FS.AST.PRVT.GD.ZS?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:58,2026-08-17,final,2026-08-17
US,United States,GC.DOD.TOTL.GD.ZS,"Central government debt, total (% of GDP)",2025,,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/GC.DOD.TOTL.GD.ZS?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:58,2026-08-17,final,2026-08-17
US,United States,GC.DOD.TOTL.GD.ZS,"Central government debt, total (% of GDP)",2024,115.768352618316,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/GC.DOD.TOTL.GD.ZS?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:58,2026-08-17,final,2026-08-17
US,United States,GC.DOD.TOTL.GD.ZS,"Central government debt, total (% of GDP)",2023,114.73462594651,World Bank,World Development Indicators,https://api.worldbank.org/v2/country/US/indicator/GC.DOD.TOTL.GD.ZS?format=json&per_page=20000&date=2015:2025,2026-08-17 10:34:58,2026-08-17,final,2026-08-17
